Year,country_code,country_name,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration,gdp,remittance_to_gdp_ratio1
1974,CYP,Cyprus,High income,Europe & Central Asia,648585,0.0,0.0,0.0,0.0,0.0,253773694.1,0.0,0.0,-8222,0.0,
1975,CYP,Cyprus,High income,Europe & Central Asia,644982,0.0,0.0,0.0,0.0,0.0,253773694.1,0.0,0.0,-4819,489914760.7,0.0
1976,CYP,Cyprus,High income,Europe & Central Asia,648868,0.0,4141334.534,48.80658199,31669029.24,5760900.737,253773694.1,0.0,0.0,1018,576090073.7,0.05497235707708393
1977,CYP,Cyprus,High income,Europe & Central Asia,656414,60.93074961,3430350.304,77.64186344,50965206.15,7348879.739,253773694.1,0.0,0.0,2019,734887974.0,0.06935098675325445
1978,CYP,Cyprus,High income,Europe & Central Asia,663975,34.48100378,4551386.356,103.2245503,68538520.81,9640265.122,253773694.1,0.0,0.0,1739,964026512.2,0.07109609532790606
1979,CYP,Cyprus,High income,Europe & Central Asia,671611,11.55449653,7053303.242,113.8423906,76457801.82,12887152.1,253773694.1,0.0,0.0,1285,1288715210.0,0.059328702902482225
1980,CYP,Cyprus,High income,Europe & Central Asia,679327,22.9923194,9063828.468,138.4270371,94037223.82,21543112.77,253773694.1,0.0,0.0,301,2154311277.0,0.043650713257627344
1981,CYP,Cyprus,High income,Europe & Central Asia,687170,-11.68346782,7355894.089,120.8586158,83050415.04,20874963.74,253773694.1,0.0,0.0,1353,2087496374.0,0.03978469906554195
1982,CYP,Cyprus,High income,Europe & Central Asia,696227,-4.004452125,7783150.673,114.5096368,79724700.93,21592424.17,253773694.1,0.0,0.0,1768,2159242417.0,0.03692253371011839
1983,CYP,Cyprus,High income,Europe & Central Asia,707477,-1.872699217,6645896.435,110.5784316,78231697.08,21603640.71,253773694.1,0.0,0.0,3604,2160364071.0,0.036212274648590934
1984,CYP,Cyprus,High income,Europe & Central Asia,719678,-5.931781635,5608564.377,102.2556805,73591163.64,22782489.53,253773694.1,0.0,0.0,3380,2278248953.0,0.032301633911910765
1985,CYP,Cyprus,High income,Europe & Central Asia,731664,-2.836028888,6203551.769,97.72805137,71504096.98,24304119.0,253773694.1,0.0,0.0,3567,2430411900.0,0.02942056734498379
1986,CYP,Cyprus,High income,Europe & Central Asia,743446,-20.10656533,6947887.897,76.84092592,57127079.01,30907344.64,253773694.1,0.0,0.0,3342,3090734463.0,0.018483334525784528
1987,CYP,Cyprus,High income,Europe & Central Asia,755021,11.70280486,7275046.349,84.51758241,63812549.59,37048138.86,253773694.1,0.0,0.0,3374,3704813886.0,0.01722422544115891
1988,CYP,Cyprus,High income,Europe & Central Asia,766412,11.83212512,10929457.66,93.11301271,71362930.3,42787925.97,253773694.1,0.0,0.0,2723,4278792597.0,0.016678286848966425
1989,CYP,Cyprus,High income,Europe & Central Asia,777592,-3.393636864,9704322.815,88.65977478,68941131.59,45634826.02,253773694.1,0.0,0.0,2987,4563482604.0,0.015107131454729658
1990,CYP,Cyprus,High income,Europe & Central Asia,788500,13.99422017,12006638.58,99.66887169,78588905.33,55911302.19,253773694.1,0.0,0.0,2551,5591130218.0,0.014055996241509824
1991,CYP,Cyprus,High income,Europe & Central Asia,799061,-16.43589991,18302063.72,82.18660592,65672111.51,57701973.51,253773694.1,3.0,0.0,2565,5770197348.0,0.01138125917526244
1992,CYP,Cyprus,High income,Europe & Central Asia,810431,23.63323856,23801654.36,100.1844183,81192558.29,69121504.57,253773694.1,2.09,-0.91,3587,6912150456.0,0.011746352861795983
1993,CYP,Cyprus,High income,Europe & Central Asia,825986,-2.192853258,24527288.45,96.14221625,79412124.63,65902910.49,253773694.1,2.7,0.61,11094,6590291048.0,0.012049866091134127
1994,CYP,Cyprus,High income,Europe & Central Asia,844444,2.338609625,33726744.29,96.23996881,81269264.22,74257039.3,253773694.1,2.7,0.0,11017,7425703929.0,0.010944317871685509
1995,CYP,Cyprus,High income,Europe & Central Asia,862418,-40.1651237,47522196.37,56.38491279,48627363.72,99331332.38,253773694.1,2.6,-0.1,11179,9933133247.0,0.004895470795651152
1996,CYP,Cyprus,High income,Europe & Central Asia,880058,1.431119182,53612260.05,56.04548706,49323279.25,100119184.4,253773694.1,3.1,0.5,11197,10011918444.0,0.004926456355580757
1997,CYP,Cyprus,High income,Europe & Central Asia,897471,-3.342006077,50593763.22,53.12137357,47674892.26,95478187.02,253773694.1,3.4,0.3,11382,9547818700.0,0.004993275821209299
1998,CYP,Cyprus,High income,Europe & Central Asia,914660,1.266729743,52141108.65,52.78333403,48278804.3,102486176.5,253773694.1,3.3,-0.1,11566,10248617647.0,0.004710762559683577
1999,CYP,Cyprus,High income,Europe & Central Asia,931600,3.002845122,52491238.8,53.37971449,49728542.02,104979083.1,253773694.1,5.7,2.4,11839,10497908306.0,0.004736995272818113
2000,CYP,Cyprus,High income,Europe & Central Asia,948237,-9.535880678,48199808.13,47.44224027,44986487.59,99858444.96,253773694.1,4.97,-0.73,11577,9985844486.0,0.004505025854655594
2001,CYP,Cyprus,High income,Europe & Central Asia,964830,73.05270462,79289844.76,80.68813521,77850333.49,103978970.9,253773694.1,3.98,-0.99,12052,10397897086.0,0.007487122910152642
2002,CYP,Cyprus,High income,Europe & Central Asia,982194,-73.46087434,107041595.2,21.03535333,20660797.83,114202278.9,253773694.1,3.3,-0.68,13449,11420227885.0,0.001809140591418242
2003,CYP,Cyprus,High income,Europe & Central Asia,1000350,53.98143867,183919804.2,31.80266281,31813793.74,145473250.4,253773694.1,4.14,0.84,13326,14547325028.0,0.0021869170915454436
2004,CYP,Cyprus,High income,Europe & Central Asia,1018684,143.2644308,213442842.7,75.97218005,77391644.26,173205525.2,253773694.1,4.33,0.19,13126,17320552500.0,0.0044681972044483
2005,CYP,Cyprus,High income,Europe & Central Asia,1037062,35.43733604,240674536.5,101.0712776,104817181.3,184334112.6,253773694.1,5.3,0.97,13237,18433411267.0,0.0056862606590700115
2006,CYP,Cyprus,High income,Europe & Central Asia,1055438,-0.292019205,239604656.8,99.02153893,104511095.0,200727863.4,253773694.1,4.54,-0.76,12664,20072786351.0,0.005206606256474872
2007,CYP,Cyprus,High income,Europe & Central Asia,1073873,36.03915278,304677150.7,132.3955516,142176008.2,239687640.2,253773694.1,3.92,-0.62,12912,23968764030.0,0.005931720468441692
2008,CYP,Cyprus,High income,Europe & Central Asia,1092390,567.2170548,813997187.7,868.3918514,948622574.6,278446989.9,253773694.1,3.65,-0.27,12489,27844698989.0,0.0340683364892812
2009,CYP,Cyprus,High income,Europe & Central Asia,1110974,-37.44475733,694826332.9,534.1377508,593413153.6,259453917.7,253773694.1,5.36,1.71,12173,25945391775.0,0.022871620469103515
2010,CYP,Cyprus,High income,Europe & Central Asia,1129686,45.21669066,951993213.5,762.8092617,861734943.6,257999404.1,253773694.1,6.26,0.9,12456,25799940416.0,0.0334006563466941
2011,CYP,Cyprus,High income,Europe & Central Asia,1145086,-14.06749102,895418596.9,646.6854523,740510457.8,276415518.1,253773694.1,7.86,1.6,6134,27641551809.0,0.026789757062730905
2012,CYP,Cyprus,High income,Europe & Central Asia,1156556,-18.82398577,759751776.4,519.7473141,601116874.6,250474331.0,253773694.1,11.8,3.94,4789,25047433100.0,0.023999140838108477
2013,CYP,Cyprus,High income,Europe & Central Asia,1166968,-28.30023897,742261795.1,369.3326317,430999362.6,239597089.6,253773694.1,15.87,4.07,4426,23959708956.0,0.0179885057615472
2014,CYP,Cyprus,High income,Europe & Central Asia,1176995,-25.03745318,790206517.4,274.5025246,323088099.0,232259121.8,253773694.1,16.09,0.22,4467,23225912183.0,0.013910674269942408
2015,CYP,Cyprus,High income,Europe & Central Asia,1187280,-7.812080568,634530436.7,250.86601,297848196.4,199092690.6,253773694.1,14.91,-1.18,4655,19909269065.0,0.014960277819722156
2016,CYP,Cyprus,High income,Europe & Central Asia,1197881,31.46765384,689854494.2,326.8889279,391574035.8,210464521.2,253773694.1,12.95,-1.96,4878,21046452117.0,0.018605227789614532
2017,CYP,Cyprus,High income,Europe & Central Asia,1208523,18.6130224,776521993.1,384.3185432,464457798.8,229465833.7,253773694.1,11.05,-1.9,5014,22946583376.0,0.020240825886340005
2018,CYP,Cyprus,High income,Europe & Central Asia,1218831,12.21515667,869951114.6,427.6163361,521192046.6,255973011.8,253773694.1,8.37,-2.68,4977,25597301191.0,0.020361210844495235
2019,CYP,Cyprus,High income,Europe & Central Asia,1228836,2.737690913,840805788.0,435.746246,535460673.9,259451942.3,253773694.1,7.07,-1.3,4948,25945194240.0,0.02063814473489176
2020,CYP,Cyprus,High income,Europe & Central Asia,1237537,6.010230101,863632112.0,458.6877746,567643092.5,250082661.6,253773694.1,7.59,0.52,2999,25008266159.0,0.022698218616635926
2021,CYP,Cyprus,High income,Europe & Central Asia,1244188,10.41653,960452149.5,503.7597256,626771805.5,284080644.6,253773694.1,7.46,-0.13,1995,28408064462.0,0.02206316471642763
2022,CYP,Cyprus,High income,Europe & Central Asia,1251488,-17.07304264,822796627.5,415.3158383,519762787.9,284390527.4,253773694.1,6.976,-0.484,0,28439052741.0,0.018276374836868902
1970,CZE,Czechia,High income,Europe & Central Asia,9858071,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-10433,0.0,
1971,CZE,Czechia,High income,Europe & Central Asia,9826815,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-4843,0.0,
1972,CZE,Czechia,High income,Europe & Central Asia,9867632,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-4158,0.0,
1973,CZE,Czechia,High income,Europe & Central Asia,9922266,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-2013,0.0,
1974,CZE,Czechia,High income,Europe & Central Asia,9988459,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-4044,0.0,
1975,CZE,Czechia,High income,Europe & Central Asia,10058620,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-3733,0.0,
1976,CZE,Czechia,High income,Europe & Central Asia,10125939,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-3430,0.0,
1977,CZE,Czechia,High income,Europe & Central Asia,10186755,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-2928,0.0,
1978,CZE,Czechia,High income,Europe & Central Asia,10242098,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-1675,0.0,
1979,CZE,Czechia,High income,Europe & Central Asia,10292341,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-995,0.0,
1980,CZE,Czechia,High income,Europe & Central Asia,10304193,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-33,0.0,
1981,CZE,Czechia,High income,Europe & Central Asia,10300591,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-1731,0.0,
1982,CZE,Czechia,High income,Europe & Central Asia,10314826,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-1329,0.0,
1983,CZE,Czechia,High income,Europe & Central Asia,10323856,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-2598,0.0,
1984,CZE,Czechia,High income,Europe & Central Asia,10330213,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-1331,0.0,
1985,CZE,Czechia,High income,Europe & Central Asia,10337118,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-487,0.0,
1986,CZE,Czechia,High income,Europe & Central Asia,10342227,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-608,0.0,
1987,CZE,Czechia,High income,Europe & Central Asia,10347318,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-2471,0.0,
1988,CZE,Czechia,High income,Europe & Central Asia,10355276,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-962,0.0,
1989,CZE,Czechia,High income,Europe & Central Asia,10361068,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-2873,0.0,
1990,CZE,Czechia,High income,Europe & Central Asia,10333355,0.0,0.0,0.0,0.0,0.0,1452183769.0,0.0,0.0,-4187,40728950705.0,0.0
1991,CZE,Czechia,High income,Europe & Central Asia,10308578,0.0,0.0,0.0,0.0,0.0,1452183769.0,2.27,0.0,3543,29859921159.0,0.0
1992,CZE,Czechia,High income,Europe & Central Asia,10319123,0.0,0.0,0.0,0.0,0.0,1452183769.0,2.6,0.33,5727,34805013230.0,0.0
1993,CZE,Czechia,High income,Europe & Central Asia,10329855,0.0,6249997.705,13.36586761,138067474.4,408669822.9,1452183769.0,4.32,1.72,6639,40866982340.0,0.0033784602261875745
1994,CZE,Czechia,High income,Europe & Central Asia,10333587,18.78820426,55021463.72,15.87134008,164007873.5,478500652.8,1452183769.0,4.3,-0.02,6820,47850065329.0,0.003427537086362167
1995,CZE,Czechia,High income,Europe & Central Asia,10327253,15.30118998,100448819.4,18.31106779,189103029.8,601456633.4,1452183769.0,4.02,-0.28,6465,60145663259.0,0.003144084204137582
1996,CZE,Czechia,High income,Europe & Central Asia,10315241,-41.57981857,302117151.8,10.709816,110474333.1,673884919.6,1452183769.0,3.89,-0.13,5469,67388492014.0,0.0016393649686811346
1997,CZE,Czechia,High income,Europe & Central Asia,10304131,-35.66267761,340025608.4,6.897838144,71076227.85,621805192.3,1452183769.0,4.26,0.37,5670,62180519006.0,0.0011430626341851797
1998,CZE,Czechia,High income,Europe & Central Asia,10294373,386.5781783,738860367.1,33.59518979,345841414.7,668074987.4,1452183769.0,5.89,1.63,5383,66807498696.0,0.005176685573481989
1999,CZE,Czechia,High income,Europe & Central Asia,10283860,-10.18176233,633766010.0,30.20545435,310628663.8,651730367.8,1452183769.0,8.48,2.59,5382,65173036731.0,0.004766214363803725
2000,CZE,Czechia,High income,Europe & Central Asia,10255063,-5.364479632,602866677.9,28.66535802,293965052.4,618234944.4,1452183769.0,8.76,0.28,4195,61823494487.0,0.004754908386193113
2001,CZE,Czechia,High income,Europe & Central Asia,10216605,-12.75811233,711113468.4,25.10233691,256460660.8,678086955.2,1452183769.0,7.99,-0.77,21486,67808695574.0,0.0037821205470635116
2002,CZE,Czechia,High income,Europe & Central Asia,10196916,29.7137022,892550709.3,32.62404219,332664617.8,821962061.3,1452183769.0,7.02,-0.97,26188,82196206090.0,0.00404720161214925
2003,CZE,Czechia,High income,Europe & Central Asia,10193998,48.41239497,1099906218.0,48.43198189,493715526.5,1000904675.0,1452183769.0,7.54,0.52,25694,100000000000.0,0.004937155265
2004,CZE,Czechia,High income,Europe & Central Asia,10197101,147.4921704,799488099.9,119.8288878,1221907272.0,1198146674.0,1452183769.0,8.21,0.67,25947,120000000000.0,0.0101825606
2005,CZE,Czechia,High income,Europe & Central Asia,10211216,9.706996162,1340706460.0,131.2789548,1340517764.0,1371433759.0,1452183769.0,7.93,-0.28,24895,137000000000.0,0.009784801197080292
2006,CZE,Czechia,High income,Europe & Central Asia,10238905,19.59910619,1677693601.0,156.5838597,1603247264.0,1562642110.0,1452183769.0,7.15,-0.78,25831,156000000000.0,0.010277226051282052
2007,CZE,Czechia,High income,Europe & Central Asia,10298828,13.95911012,2295809310.0,177.4033235,1827046315.0,1901841134.0,1452183769.0,5.32,-1.83,27262,190000000000.0,0.009616033236842104
2008,CZE,Czechia,High income,Europe & Central Asia,10384603,-37.90832648,2586100789.0,109.2428505,1134443633.0,2368169485.0,1452183769.0,4.39,-0.93,29811,237000000000.0,0.004786681995780591
2009,CZE,Czechia,High income,Europe & Central Asia,10443936,5.432756658,2044602212.0,114.5234129,1196075195.0,2074342967.0,1452183769.0,6.66,2.27,31317,207000000000.0,0.005778141038647343
2010,CZE,Czechia,High income,Europe & Central Asia,10474410,2.758078015,1496982253.0,117.3396766,1229063882.0,2090699410.0,1452183769.0,7.28,0.62,34805,209000000000.0,0.00588068843062201
2011,CZE,Czechia,High income,Europe & Central Asia,10496088,13.44509048,1522137850.0,132.8411722,1394312633.0,2295627335.0,1452183769.0,6.71,-0.57,16409,230000000000.0,0.006062228839130435
2012,CZE,Czechia,High income,Europe & Central Asia,10510785,1.062710303,1334625944.0,134.0651661,1409130137.0,2088577193.0,1452183769.0,6.98,0.27,10308,209000000000.0,0.006742249459330144
2013,CZE,Czechia,High income,Europe & Central Asia,10514272,23.33029373,1079198620.0,165.2881281,1737884337.0,2116856165.0,1452183769.0,6.95,-0.03,-1553,212000000000.0,0.008197567627358491
2014,CZE,Czechia,High income,Europe & Central Asia,10525347,51.23340961,1523333419.0,249.707847,2628261738.0,2093588341.0,1452183769.0,6.11,-0.84,5009,209000000000.0,0.012575415014354068
2015,CZE,Czechia,High income,Europe & Central Asia,10546059,1.771755085,1376392339.0,253.6329542,2674828099.0,1880330504.0,1452183769.0,5.05,-1.06,5297,188000000000.0,0.014227809037234043
2016,CZE,Czechia,High income,Europe & Central Asia,10566332,16.88183181,1658604748.0,295.8820601,3126388080.0,1962720685.0,1452183769.0,3.95,-1.1,-300,196000000000.0,0.015950959591836733
2017,CZE,Czechia,High income,Europe & Central Asia,10594438,14.67600839,2055510448.0,338.4055914,3585217057.0,2186289409.0,1452183769.0,2.89,-1.06,2809,219000000000.0,0.01637085414155251
2018,CZE,Czechia,High income,Europe & Central Asia,10629928,9.783886064,2786200090.0,370.2744373,3935990609.0,2490005408.0,1452183769.0,2.24,-0.65,3193,249000000000.0,0.015807191200803213
2019,CZE,Czechia,High income,Europe & Central Asia,10671870,-1.93225865,3447070354.0,361.692664,3859937090.0,2525481799.0,1452183769.0,2.01,-0.23,4030,253000000000.0,0.015256668339920948
2020,CZE,Czechia,High income,Europe & Central Asia,10697858,8.442355158,3251663149.0,391.2752149,4185806688.0,2459745586.0,1452183769.0,2.55,0.54,3621,246000000000.0,0.017015474341463416
2021,CZE,Czechia,High income,Europe & Central Asia,10505772,4.803353809,4069220649.0,417.5671995,4386865793.0,2817912186.0,1452183769.0,2.81,0.26,3621,282000000000.0,0.015556261677304964
2022,CZE,Czechia,High income,Europe & Central Asia,10526073,-5.341451894,3945535279.0,394.5007285,4152543467.0,2909235348.0,1452183769.0,2.37,-0.44,0,291000000000.0,0.014269908821305842
1970,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,20151733,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,39119,4877684910.0,0.0
1971,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,20712952,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,-5489,5594770359.0,0.0
1972,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,21273409,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,2837,6173712814.0,0.0
1973,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,21853906,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,7421,7870239461.0,0.0
1974,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,22448415,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,3211,9596960180.0,0.0
1975,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,23052715,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,-981,10237343174.0,0.0
1976,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,23655016,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,-27041,9648583225.0,0.0
1977,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,24256464,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,-27626,12344424764.0,0.0
1978,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,25015244,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,267674,15372608002.0,0.0
1979,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,25902760,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,175944,15068422236.0,0.0
1980,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,26708686,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,27764,14394927495.0,0.0
1981,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,27457783,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,6978,12537821038.0,0.0
1982,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,28219219,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,5914,13651667371.0,0.0
1983,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,29005175,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,2092,11006712650.0,0.0
1984,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,29879852,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,117979,7857729193.0,0.0
1985,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,30800051,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,17496,7195042616.0,0.0
1986,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,31725132,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,49722,8095367168.0,0.0
1987,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,32712574,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,65532,7661625473.0,0.0
1988,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,33750052,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,79184,8861299977.0,0.0
1989,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,34825891,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,78215,9021862775.0,0.0
1990,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,35987541,0.0,0.0,0.0,0.0,0.0,685525852.9,0.0,0.0,183750,9349764580.0,0.0
1991,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,37194812,0.0,0.0,0.0,0.0,0.0,685525852.9,3.04,0.0,86722,9625436873.0,0.0
1992,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,38332302,0.0,0.0,0.0,0.0,0.0,685525852.9,3.043,0.003,-40938,8227343907.0,0.0
1993,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,39580844,0.0,0.0,0.0,0.0,0.0,685525852.9,3.05,0.007,240181,10706259937.0,0.0
1994,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,41511985,0.0,0.0,0.0,0.0,0.0,685525852.9,2.993,-0.057,1232110,5820382248.0,0.0
1995,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,43285791,0.0,0.0,0.0,0.0,0.0,685525852.9,2.962,-0.031,-273443,5643439376.0,0.0
1996,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,44118709,0.0,0.0,0.0,0.0,0.0,685525852.9,2.964,0.002,-777896,5771454940.0,0.0
1997,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,44822198,0.0,0.0,0.0,0.0,0.0,685525852.9,2.98,0.016,-528084,6090840548.0,0.0
1998,DRC,Democratic Republic of Congo,Low income,Sub-Saharan Africa,45895524,0.0,0.0,0.0,0.0,0.0,685525852.9,2.953,-0.027,-27328,6217806273.0,0.0
