Year,country_code,country_name,gdp,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration
1989,BRB,Barbados,1.595083024,High income,Latin America & Caribbean,258759,0.15649214,7000000,123.6671961,32000000,20061651.66,59130431.57,0,0,-1680
1990,BRB,Barbados,1.883574823,High income,Latin America & Caribbean,258868,18.43750478,6250000,146.4066688,37900001.53,20121314.57,59130431.57,0,0,-1295
1991,BRB,Barbados,2.234502905,High income,Latin America & Caribbean,259402,19.12928683,7700000,174.0541766,45150001.53,20205837.02,59130431.57,22.683,0,-643
1992,BRB,Barbados,2.784874808,High income,Latin America & Caribbean,260212,20.70874453,8800000,209.4446067,54500000,19570000,59130431.57,22.94,0.257,-620
1993,BRB,Barbados,2.68254101,High income,Latin America & Caribbean,260995,1.55963022,9550000,212.0730224,55349998.47,20633421.17,59130431.57,24.54,1.6,-659
1994,BRB,Barbados,2.658801977,High income,Latin America & Caribbean,261712,3.342370987,11250000,218.5608637,57200000.76,21513449.01,59130431.57,22.98,-1.56,-687
1995,BRB,Barbados,2.746987441,High income,Latin America & Caribbean,262303,6.468530054,15450000,232.1742412,60900000,22169740.96,59130431.57,19.66,-3.32,-752
1996,BRB,Barbados,2.876912074,High income,Latin America & Caribbean,262793,11.65845649,20350000,258.7587949,68000000,23636454.04,59130431.57,14.71,-4.95,-807
1997,BRB,Barbados,3.08199204,High income,Latin America & Caribbean,263224,13.23529412,16250000,292.5265173,77000000,24983841.3,59130431.57,14.61,-0.1,-804
1998,BRB,Barbados,3.079425962,High income,Latin America & Caribbean,263642,12.66233766,17700000,329.0446894,86750000,28170834.78,59130431.57,12.4,-2.21,-756
1999,BRB,Barbados,3.343697322,High income,Latin America & Caribbean,264170,13.77521614,18950000,373.6230458,98700000,29518222.04,59130431.57,10.61,-1.79,-588
2000,BRB,Barbados,3.699950972,High income,Latin America & Caribbean,264657,14.69098278,19150000,427.7234307,113200000,30595000,59130431.57,9.35,-1.26,-833
2001,BRB,Barbados,4.254378785,High income,Latin America & Caribbean,265377,14.79681979,20300000,489.6807184,129950000,30545000,59130431.57,9.85,0.5,-103
2002,BRB,Barbados,4.025784645,High income,Latin America & Caribbean,266455,-3.762216237,20134500,469.3512976,125061000,31065000,59130431.57,10.32,0.47,-121
2003,BRB,Barbados,4.066053902,High income,Latin America & Caribbean,267499,4.34907765,21713000,487.852291,130500000,32095000,59130431.57,11,0.68,-145
2004,BRB,Barbados,3.788897417,High income,Latin America & Caribbean,268505,0.006568199,18250000,486.0563919,130508571.5,34444999.99,59130431.57,9.57,-1.43,-159
2005,BRB,Barbados,2.472978762,High income,Latin America & Caribbean,269477,-27.62511863,40794146.7,350.5138613,94455423.8,38194999.99,59130431.57,9.08,-0.49,-172
2006,BRB,Barbados,2.071118955,High income,Latin America & Caribbean,270425,-7.524185022,35778093,323.004245,87348422.95,42174508.01,59130431.57,8.73,-0.35,-160
2007,BRB,Barbados,2.966922614,High income,Latin America & Caribbean,271444,58.75980277,55286712.96,510.8758492,138674184,46740074.5,59130431.57,7.41,-1.32,19
2008,BRB,Barbados,2.114153277,High income,Latin America & Caribbean,272635,-27.05156224,39018966.67,371.0479241,101160650.8,47849251,59130431.57,8.12,0.71,296
2009,BRB,Barbados,2.563476815,High income,Latin America & Caribbean,273791,13.16266611,37170015.89,418.1148741,114476089.5,44656572.99,59130431.57,10.02,1.9,75
2010,BRB,Barbados,1.807286799,High income,Latin America & Caribbean,274711,-28.48393359,35029244.53,298.0179031,81868796.19,45299283.01,59130431.57,10.69,0.67,-36
2011,BRB,Barbados,3.162360899,High income,Latin America & Caribbean,275486,79.91380484,56726261.54,534.6669747,147293266.2,46576994.5,59130431.57,11.19,0.5,-54
2012,BRB,Barbados,3.304049253,High income,Latin America & Caribbean,276197,3.412631364,52694935,551.4898511,152319842.4,46100959.98,59130431.57,11.59,0.4,-64
2013,BRB,Barbados,4.083204926,High income,Latin America & Caribbean,276865,25.38197912,63896785.98,689.8005635,190981633,46772483,59130431.57,11.55,-0.04,-65
2014,BRB,Barbados,4.018379977,High income,Latin America & Caribbean,277493,-1.185806176,62510666.95,680.0782758,188716961,46963443.5,59130431.57,12.17,0.62,-65
2015,BRB,Barbados,4.1915606,High income,Latin America & Caribbean,278083,4.939319577,54531589.64,712.155345,198038294.8,47246912,59130431.57,9.8,-2.37,-65
2016,BRB,Barbados,3.259159432,High income,Latin America & Caribbean,278649,-20.46536244,51615785.78,565.2596636,157509040,48328117.51,59130431.57,8.25,-1.55,-65
2017,BRB,Barbados,1.70981376,High income,Latin America & Caribbean,279187,-45.92317209,48758037.11,305.0854535,85175892.5,49815889.01,59130431.57,8.62,0.37,-65
2018,BRB,Barbados,0,High income,Latin America & Caribbean,279688,-100,0,0,0,0,59130431.57,8.32,-0.3,-65
2019,BRB,Barbados,0,High income,Latin America & Caribbean,280180,0,0,0,0,0,59130431.57,8.41,0.09,-65
2020,BRB,Barbados,0,High income,Latin America & Caribbean,280693,0,0,0,0,0,59130431.57,10.105,1.695,0
2021,BRB,Barbados,0,High income,Latin America & Caribbean,281200,0,0,0,0,0,59130431.57,9.582,-0.523,-28
2022,BRB,Barbados,0,High income,Latin America & Caribbean,281635,0,0,0,0,0,59130431.57,8.203,-1.379,0
1970,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9040000,0,0,0,0,0,526040213.6,0,0,-12530
1971,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9115576,0,0,0,0,0,526040213.6,0,0,-10744
1972,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9188968,0,0,0,0,0,526040213.6,0,0,-8455
1973,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9257272,0,0,0,0,0,526040213.6,0,0,-7058
1974,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9317584,0,0,0,0,0,526040213.6,0,0,-4800
1975,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9367000,0,0,0,0,0,526040213.6,0,0,-3446
1976,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9411000,0,0,0,0,0,526040213.6,0,0,-2332
1977,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9463000,0,0,0,0,0,526040213.6,0,0,-1938
1978,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9525000,0,0,0,0,0,526040213.6,0,0,-1429
1979,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9584000,0,0,0,0,0,526040213.6,0,0,-2982
1980,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9643000,0,0,0,0,0,526040213.6,0,0,-4143
1981,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9710000,0,0,0,0,0,526040213.6,0,0,-4674
1982,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9776000,0,0,0,0,0,526040213.6,0,0,-3631
1983,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9843000,0,0,0,0,0,526040213.6,0,0,-2192
1984,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9910000,0,0,0,0,0,526040213.6,0,0,-1048
1985,BLR,Belarus,0,Upper middle income,Europe & Central Asia,9975000,0,0,0,0,0,526040213.6,0,0,730
1986,BLR,Belarus,0,Upper middle income,Europe & Central Asia,10043000,0,0,0,0,0,526040213.6,0,0,1790
1987,BLR,Belarus,0,Upper middle income,Europe & Central Asia,10111000,0,0,0,0,0,526040213.6,0,0,2615
1988,BLR,Belarus,0,Upper middle income,Europe & Central Asia,10140000,0,0,0,0,0,526040213.6,0,0,3239
1989,BLR,Belarus,0,Upper middle income,Europe & Central Asia,10170000,0,0,0,0,0,526040213.6,0,0,3586
1990,BLR,Belarus,0,Upper middle income,Europe & Central Asia,10189348,0,0,0,0,0,526040213.6,0,0,4246
1991,BLR,Belarus,0,Upper middle income,Europe & Central Asia,10194050,0,0,0,0,0,526040213.6,0.6,0,4992
1992,BLR,Belarus,0,Upper middle income,Europe & Central Asia,10216470,0,0,0,0,0,526040213.6,3.1,2.5,4796
1993,BLR,Belarus,0.002456853,Upper middle income,Europe & Central Asia,10239050,0,3500000,0.039066125,400000.006,162809906,526040213.6,8.5,5.4,5341
1994,BLR,Belarus,0.002678806,Upper middle income,Europe & Central Asia,10226955,0,17000000,0.039112327,400000.006,149320259.1,526040213.6,12.8,4.3,5091
1995,BLR,Belarus,0.203969507,Upper middle income,Europe & Central Asia,10193831,7024.999893,11900000,2.795808563,28500000,139726768.1,526040213.6,17.7,4.9,3910
1996,BLR,Belarus,0.632248917,Upper middle income,Europe & Central Asia,10159569,227.3684211,35600000,9.18346044,93300000,147568461.6,526040213.6,24.4,6.7,2549
1997,BLR,Belarus,0.329124117,Upper middle income,Europe & Central Asia,10117433,-50.1607717,25700000,4.596027471,46500000,141284085.8,526040213.6,17.1,-7.3,-82
1998,BLR,Belarus,0.354092466,Upper middle income,Europe & Central Asia,10071963,15.91397849,19900000,5.351489079,53900000,152220126.6,526040213.6,14,-3.1,-3171
1999,BLR,Belarus,0.510772079,Upper middle income,Europe & Central Asia,10026738,15.02782931,4800000,6.183466647,62000000,121384865.3,526040213.6,12.8,-1.2,-7500
2000,BLR,Belarus,0.896610534,Upper middle income,Europe & Central Asia,9979610,84.19354839,9600000,11.44333296,114200000,127368568.3,526040213.6,12.254,-0.546,-10419
2001,BLR,Belarus,0.543917266,Upper middle income,Europe & Central Asia,9928549,-41.1558669,33200000,6.768360613,67200000,123548201.5,526040213.6,11.537,-0.717,-12414
2002,BLR,Belarus,0.552246639,Upper middle income,Europe & Central Asia,9865548,19.94047619,48800000,8.169845203,80600000,145949281.2,526040213.6,10.885,-0.652,-13520
2003,BLR,Belarus,0.920594516,Upper middle income,Europe & Central Asia,9796749,103.5980149,28100000,16.75045467,164100000,178254374.9,526040213.6,10.299,-0.586,-13488
2004,BLR,Belarus,1.034500949,Upper middle income,Europe & Central Asia,9730146,45.88665448,47100000,24.60394736,239400000,231415930.8,526040213.6,9.796,-0.503,-12943
2005,BLR,Belarus,0.657396214,Upper middle income,Europe & Central Asia,9663915,-17.04260652,52200000,20.55067744,198600000,302100918.4,526040213.6,9.039,-0.757,-11902
2006,BLR,Belarus,0.725613571,Upper middle income,Europe & Central Asia,9604924,35.04531722,70400000,27.92317774,268200000,369618224.8,526040213.6,8.381,-0.658,-9732
2007,BLR,Belarus,0.636764754,Upper middle income,Europe & Central Asia,9560953,7.494407159,103200000,30.15389784,288300000,452757471.6,526040213.6,7.659,-0.722,-6448
2008,BLR,Belarus,0.960130195,Upper middle income,Europe & Central Asia,9527985,102.3239681,171000000,61.21965977,583300000,607521774.7,526040213.6,7.027,-0.632,-2728
2009,BLR,Belarus,0.990305667,Upper middle income,Europe & Central Asia,9504583,-13.62935025,133000000,53.00600773,503800000,508731815.6,526040213.6,6.1,-0.927,2166
2010,BLR,Belarus,1.005208554,Upper middle income,Europe & Central Asia,9483836,14.19213974,115700000,60.66110802,575300000,572319045.3,526040213.6,6.257,0.157,4892
2011,BLR,Belarus,1.441979022,Upper middle income,Europe & Central Asia,9461643,54.80618808,133800000,94.12741529,890600000,617623409.5,526040213.6,6.169,-0.088,7578
2012,BLR,Belarus,1.603235919,Upper middle income,Europe & Central Asia,9446836,18.24612621,141700000,111.4764774,1053100000,656859035.9,526040213.6,6.051,-0.118,9425
2013,BLR,Belarus,1.606698744,Upper middle income,Europe & Central Asia,9443211,15.23122211,150800000,128.505018,1213500000,755275377.2,526040213.6,6.007,-0.044,10496
2014,BLR,Belarus,1.562309958,Upper middle income,Europe & Central Asia,9448515,1.466831479,181200000,130.3167746,1231300000,788127857.5,526040213.6,5.996,-0.011,12222
2015,BLR,Belarus,1.649989782,Upper middle income,Europe & Central Asia,9461076,-24.34824982,162300000,98.45603185,931500000,564548950.6,526040213.6,5.838,-0.158,13681
2016,BLR,Belarus,2.04636917,Upper middle income,Europe & Central Asia,9469379,4.841653247,123800000,103.1324229,976600000,477235493.1,526040213.6,5.84,0.002,15258
2017,BLR,Belarus,2.291078774,Upper middle income,Europe & Central Asia,9458989,28.38419005,137800000,132.5511638,1253800000,547253116.8,526040213.6,5.65,-0.19,15937
2018,BLR,Belarus,2.408415736,Upper middle income,Europe & Central Asia,9438785,15.31344712,159900000,153.1764946,1445800000,600311639.9,526040213.6,4.76,-0.89,15731
2019,BLR,Belarus,2.202759696,Upper middle income,Europe & Central Asia,9419758,-1.867478213,185900000,150.6195807,1418800000,644101125.8,526040213.6,4.16,-0.6,15082
2020,BLR,Belarus,1.651737016,Upper middle income,Europe & Central Asia,9379952,-28.55229772,245200000,108.0709155,1013700000,613717553.2,526040213.6,4.05,-0.11,13589
2021,BLR,Belarus,1.650493509,Upper middle income,Europe & Central Asia,9302585,13.44191319,240200939.1,123.6173251,1149960674,696737471.4,526040213.6,3.9,-0.15,12961
2022,BLR,Belarus,2.012735179,Upper middle income,Europe & Central Asia,9208701,27.40779421,236105492.1,159.1038225,1465139529,727934575.9,526040213.6,4.17,0.27,0
1970,BEL,Belgium,0,High income,Europe & Central Asia,9655549,0,0,0,0,0,4458268167,0,0,15519
1971,BEL,Belgium,0,High income,Europe & Central Asia,9673162,0,0,0,0,0,4458268167,0,0,14577
1972,BEL,Belgium,0,High income,Europe & Central Asia,9711115,0,0,0,0,0,4458268167,0,0,13754
1973,BEL,Belgium,0,High income,Europe & Central Asia,9741720,0,0,0,0,0,4458268167,0,0,12893
1974,BEL,Belgium,0,High income,Europe & Central Asia,9772419,0,0,0,0,0,4458268167,0,0,11697
1975,BEL,Belgium,1.008397816,High income,Europe & Central Asia,9800700,0,580808349.6,67.57654293,662297424.3,656781890.8,4458268167,0,0,10637
1976,BEL,Belgium,0.926563758,High income,Europe & Central Asia,9818227,-0.510640367,663999267.6,67.11145162,658915466.3,711138829.5,4458268167,0,0,9412
1977,BEL,Belgium,0.911182981,High income,Europe & Central Asia,9830358,14.55538058,713931457.5,76.78490652,754823120.1,828399054.7,4458268167,0,0,8177
1978,BEL,Belgium,0.944694654,High income,Europe & Central Asia,9839534,26.71452351,987577941.9,97.20689212,956470520,1012465262,4458268167,0,0,6931
1979,BEL,Belgium,0.895687387,High income,Europe & Central Asia,9848382,8.923678693,1130499146,105.7861968,1041822876,1163154568,4458268167,0,0,5799
1980,BEL,Belgium,0.898116558,High income,Europe & Central Asia,9859242,9.334811055,1280031494,115.5337371,1139075073,1268293144,4458268167,0,0,5129
1981,BEL,Belgium,0.906020724,High income,Europe & Central Asia,9858982,-16.69770554,1187483032,96.24479195,948875671.4,1047300184,4458268167,0,0,4757
1982,BEL,Belgium,0.909198233,High income,Europe & Central Asia,9856303,-11.75508458,994580749.5,84.95422003,837334533.7,920959262,4458268167,0,0,3731
1983,BEL,Belgium,0.973534816,High income,Europe & Central Asia,9855520,1.365569762,892699218.8,86.12117077,848768920.9,871842390.2,4458268167,0,0,3037
1984,BEL,Belgium,0.935864905,High income,Europe & Central Asia,9855372,-8.097600855,793433410.6,79.14861068,780039001.5,833495301.9,4458268167,0,0,2800
1985,BEL,Belgium,0.94737376,High income,Europe & Central Asia,9858308,4.774619773,779245666.5,82.90295839,817282897.9,862682641.6,4458268167,0,0,2743
1986,BEL,Belgium,0.915203599,High income,Europe & Central Asia,9861823,34.39853725,986456298.8,111.3806504,1098416260,1200187872,4458268167,0,0,2942
1987,BEL,Belgium,0.853573661,High income,Europe & Central Asia,9870234,16.09362775,1276381836,129.1956487,1275191284,1493944041,4458268167,0,0,3626
1988,BEL,Belgium,0.881165995,High income,Europe & Central Asia,9901664,12.14980293,1380126343,144.432745,1430124512,1622991037,4458268167,0,0,4513
1989,BEL,Belgium,1.666423431,High income,Europe & Central Asia,9937697,91.35523803,1508718384,275.3775008,2736618164,1642210565,4458268167,0,0,5618
1990,BEL,Belgium,1.745048065,High income,Europe & Central Asia,9967379,30.93305241,2309630859,359.4864502,3583137695,2053317480,4458268167,0,0,6752
1991,BEL,Belgium,1.887100073,High income,Europe & Central Asia,10004486,10.86800344,2432428223,397.0771935,3972553223,2105109994,4458268167,6.98,0,8150
1992,BEL,Belgium,1.906289575,High income,Europe & Central Asia,10045158,12.6635167,2896886230,445.5498026,4475618164,2347816524,4458268167,6.7,-0.28,9952
1993,BEL,Belgium,2.038412567,High income,Europe & Central Asia,10084475,2.34915393,3029477295,454.2385522,4580757324,2247217957,4458268167,8.08,1.38,12080
1994,BEL,Belgium,1.883699392,High income,Europe & Central Asia,10115603,0.701271269,3659792236,456.0163995,4612880859,2448841295,4458268167,9.65,1.57,14118
1995,BEL,Belgium,1.713987356,High income,Europe & Central Asia,10136811,7.020370109,3251686279,487.0093926,4936722168,2880255884,4458268167,9.34,-0.31,16528
1996,BEL,Belgium,1.771851809,High income,Europe & Central Asia,10156637,0.208913458,3418260742,487.0741807,4947035645,2792014332,4458268167,9.48,0.14,19272
1997,BEL,Belgium,1.713011108,High income,Europe & Central Asia,10181245,-12.4947281,3125033203,425.1854259,4328916992,2527080514,4458268167,8.95,-0.53,22141
1998,BEL,Belgium,1.62620515,High income,Europe & Central Asia,10203008,-2.880993566,3347351807,412.0550696,4204201172,2585283396,4458268167,9.32,0.37,25295
1999,BEL,Belgium,1.729700952,High income,Europe & Central Asia,10226419,6.247982036,3653230957,436.797955,4466878906,2582457332,4458268167,8.65,-0.67,28651
2000,BEL,Belgium,1.691187089,High income,Europe & Central Asia,10251250,-10.34895729,3587770752,390.6453863,4004603516,2367924603,4458268167,6.59,-2.06,32262
2001,BEL,Belgium,1.661416147,High income,Europe & Central Asia,10286570,-1.77957425,3905530518,382.3761101,3933338623,2367461415,4458268167,6.18,-0.41,35439
2002,BEL,Belgium,1.75500262,High income,Europe & Central Asia,10332785,15.28727561,1628741741,438.8593142,4534638939,2583835994,4458268167,6.91,0.73,38517
2003,BEL,Belgium,1.816552491,High income,Europe & Central Asia,10376133,27.42218672,2097327654,556.8679677,5778136096,3180825286,4458268167,7.68,0.77,41479
2004,BEL,Belgium,1.777429211,High income,Europe & Central Asia,10421137,13.57520903,2342483501,629.7326433,6562530149,3692147124,4458268167,7.36,-0.32,43994
2005,BEL,Belgium,1.784817797,High income,Europe & Central Asia,10478617,4.903224331,2426083651,656.9861007,6884305724,3857147623,4458268167,8.44,1.08,46280
2006,BEL,Belgium,1.780455529,High income,Europe & Central Asia,10547958,5.586317654,2564697223,689.127214,7268884910,4082598409,4458268167,8.25,-0.19,48426
2007,BEL,Belgium,1.909412409,High income,Europe & Central Asia,10625700,23.70323925,3201618745,846.2356448,8991846091,4709221564,4458268167,7.46,-0.79,50352
2008,BEL,Belgium,2.025613622,High income,Europe & Central Asia,10709973,16.53967507,4123817771,978.4402087,10479068217,5173280878,4458268167,6.98,-0.48,51937
2009,BEL,Belgium,2.294993422,High income,Europe & Central Asia,10796493,5.836236651,4291702746,1027.24574,11090651437,4832541710,4458268167,7.91,0.93,53385
2010,BEL,Belgium,2.28358795,High income,Europe & Central Asia,10895586,-0.874449689,4142285273,1009.002111,10993669270,4814208829,4458268167,8.29,0.38,54611
2011,BEL,Belgium,2.241136753,High income,Europe & Central Asia,11038264,6.684571065,4504366771,1062.53564,11728548905,5233303541,4458268167,7.14,-1.15,55511
2012,BEL,Belgium,2.251614943,High income,Europe & Central Asia,11106932,-4.749918575,4303018198,1005.809019,11171452382,4961528798,4458268167,7.54,0.4,56227
2013,BEL,Belgium,2.241335162,High income,Europe & Central Asia,11159407,4.687242966,4548072301,1048.002416,11695085498,5217910153,4458268167,8.43,0.89,56755
2014,BEL,Belgium,2.271428066,High income,Europe & Central Asia,11209057,3.983876544,5251309838,1084.926526,12161003266,5353902000,4458268167,8.52,0.09,57103
